127.0.0.1 - - [24/Aug/2024:13:03:05 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:29:54 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 8057
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:30:46 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 8513
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:31:21 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 8523
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:31:59 +0900] "GET /myapp/user/mypage/mycart.jsp HTTP/1.1" 200 8628
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:32:22 +0900] "GET /myapp/user/orderProcess/myorder.jsp HTTP/1.1" 200 7877
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:32:39 +0900] "GET /myapp/user/orderProcess/orderComplete.jsp?payment=on HTTP/1.1" 200 9329
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:32:46 +0900] "GET /myapp/user/main/index.jsp HTTP/1.1" 200 15937
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:32:48 +0900] "GET /myapp/user/search/search.jsp? HTTP/1.1" 200 6716
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:33:31 +0900] "GET /myapp/user/mypage/orderList.jsp HTTP/1.1" 200 13646
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:33:33 +0900] "GET /myapp/user/mypage/orderDetail.jsp HTTP/1.1" 200 11267
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:34:02 +0900] "GET /myapp/user/mypage/orderList.jsp HTTP/1.1" 200 13646
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:34:04 +0900] "GET /myapp/user/mypage/orderDetail.jsp HTTP/1.1" 200 11267
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:35:05 +0900] "GET /myapp/user/mypage/orderDetail.jsp HTTP/1.1" 200 11262
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:35:18 +0900] "GET /myapp/user/mypage/orderDetail.jsp HTTP/1.1" 200 11257
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:35:31 +0900] "GET /myapp/user/mypage/orderList.jsp HTTP/1.1" 200 13646
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:35:33 +0900] "GET /myapp/user/mypage/checkPassword.jsp HTTP/1.1" 200 6811
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:35:34 +0900] "GET /myapp/user/mypage/changePassword.jsp HTTP/1.1" 200 7129
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:35:35 +0900] "GET /myapp/user/mypage/deleteAccount.jsp HTTP/1.1" 200 8338
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:35:36 +0900] "GET /myapp/user/mypage/orderList.jsp HTTP/1.1" 200 13646
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:35:37 +0900] "GET /myapp/user/mypage/mycart.jsp HTTP/1.1" 200 8628
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:35:39 +0900] "GET /myapp/user/mypage/changePassword.jsp HTTP/1.1" 200 7129
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:35:40 +0900] "GET /myapp/user/mypage/deleteAccount.jsp HTTP/1.1" 200 8338
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:35:49 +0900] "GET /myapp/user/main/index.jsp HTTP/1.1" 200 15937
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:35:50 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 8523
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:36:31 +0900] "GET /myapp/user/search/search.jsp? HTTP/1.1" 200 6716
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:37:28 +0900] "GET /myapp/user/search/search.jsp? HTTP/1.1" 200 8584
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:38:13 +0900] "GET /myapp/user/search/search.jsp? HTTP/1.1" 200 8577
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:38:21 +0900] "GET /myapp/user/search/search.jsp? HTTP/1.1" 200 8584
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:38:55 +0900] "GET /myapp/user/search/search.jsp? HTTP/1.1" 200 8584
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:41:32 +0900] "GET /myapp/user/search/search.jsp? HTTP/1.1" 200 8191
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:42:04 +0900] "GET /myapp/user/search/search.jsp? HTTP/1.1" 200 8252
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:42:14 +0900] "GET /myapp/user/search/search.jsp? HTTP/1.1" 200 8259
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:44:08 +0900] "GET /myapp/user/search/search.jsp? HTTP/1.1" 200 9618
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:44:09 +0900] "GET /myapp/user/itemList/itemDetail.jsp HTTP/1.1" 404 828
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:44:20 +0900] "GET /myapp/user/search/search.jsp? HTTP/1.1" 200 9618
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:44:35 +0900] "GET /myapp/user/search/search.jsp? HTTP/1.1" 200 9627
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:44:41 +0900] "GET /myapp/user/search/search.jsp? HTTP/1.1" 200 9636
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:46:02 +0900] "GET /myapp/user/search/search.jsp? HTTP/1.1" 200 9828
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:46:05 +0900] "GET /myapp/user/itemInfo/itemDetail.jsp HTTP/1.1" 200 7030
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:46:08 +0900] "GET /myapp/user/search/search.jsp? HTTP/1.1" 200 9828
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:46:42 +0900] "GET /myapp/user/itemInfo/itemDetail.jsp HTTP/1.1" 200 7030
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:47:46 +0900] "GET /myapp/user/search/search.jsp? HTTP/1.1" 200 9978
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:48:30 +0900] "GET /myapp/user/search/search.jsp? HTTP/1.1" 200 9978
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:48:59 +0900] "GET /myapp/user/search/search.jsp? HTTP/1.1" 200 9829
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:49:12 +0900] "GET /myapp/user/search/search.jsp? HTTP/1.1" 200 9637
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:50:47 +0900] "GET /myapp/user/search/search.jsp? HTTP/1.1" 200 9637
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:50:48 +0900] "GET /myapp/resources/css/main.css HTTP/1.1" 200 11602
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:50:57 +0900] "GET /myapp/user/orderProcess/myorder.jsp HTTP/1.1" 200 7877
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:51:09 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 8523
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:51:11 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 8523
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:51:13 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 8523
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:51:26 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 8523
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:51:28 +0900] "GET /myapp/user/main/index.jsp HTTP/1.1" 200 15937
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:51:30 +0900] "GET /myapp/user/itemInfo/itemDetail.jsp HTTP/1.1" 200 7030
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:51:31 +0900] "GET /myapp/user/main/index.jsp HTTP/1.1" 200 15937
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:51:32 +0900] "GET /myapp/user/itemInfo/itemDetail.jsp HTTP/1.1" 200 7030
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:51:33 +0900] "GET /myapp/user/main/index.jsp HTTP/1.1" 200 15937
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:51:33 +0900] "GET /myapp/user/itemInfo/itemDetail.jsp HTTP/1.1" 200 7030
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:51:59 +0900] "GET /myapp/user/itemInfo/itemDetail.jsp HTTP/1.1" 200 7016
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:52:12 +0900] "GET /myapp/user/itemInfo/itemDetail.jsp HTTP/1.1" 200 7030
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:52:25 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 8523
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:52:27 +0900] "GET /myapp/user/main/index.jsp HTTP/1.1" 200 15937
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:52:28 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 8523
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:52:29 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 8523
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:52:31 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 8523
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:52:32 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 8523
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:52:33 +0900] "GET /myapp/user/itemInfo/itemList.jsp HTTP/1.1" 200 8523
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:52:35 +0900] "GET /myapp/user/main/index.jsp HTTP/1.1" 200 15937
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:52:38 +0900] "GET /myapp/user/login/login.jsp HTTP/1.1" 200 5409
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:52:40 +0900] "GET /myapp/user/join/TOS.jsp HTTP/1.1" 200 6731
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:53:22 +0900] "GET /myapp/user/join/TOS.jsp HTTP/1.1" 200 6699
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:54:19 +0900] "GET /myapp/user/join/TOS.jsp HTTP/1.1" 200 6681
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:54:28 +0900] "GET /myapp/user/join/join.jsp HTTP/1.1" 200 6006
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:54:36 +0900] "GET /myapp/user/join/join.jsp HTTP/1.1" 200 6006
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:54:38 +0900] "GET /myapp/user/main/index.jsp HTTP/1.1" 200 15937
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:54:46 +0900] "GET /myapp/user/join/join.jsp HTTP/1.1" 200 6006
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:54:47 +0900] "GET /myapp/user/main/index.jsp HTTP/1.1" 200 15937
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:54:50 +0900] "GET /myapp/user/join/TOS.jsp HTTP/1.1" 200 6681
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:54:52 +0900] "GET /myapp/user/join/join.jsp HTTP/1.1" 200 6006
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:55:01 +0900] "GET /myapp/user/mypage/orderList.jsp HTTP/1.1" 200 13646
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:55:02 +0900] "GET /myapp/resources/css/bar.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:55:06 +0900] "GET /myapp/user/mypage/orderList.jsp HTTP/1.1" 200 13646
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:55:07 +0900] "GET /myapp/user/mypage/mycart.jsp HTTP/1.1" 200 8628
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:56:57 +0900] "GET /myapp/user/mypage/mycart.jsp HTTP/1.1" 200 8776
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:56:58 +0900] "GET /myapp/resources/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:57:01 +0900] "GET /myapp/user/mypage/mycart.jsp HTTP/1.1" 200 8776
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:57:11 +0900] "GET /myapp/user/mypage/mycart.jsp HTTP/1.1" 200 8776
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:57:57 +0900] "GET /myapp/user/mypage/mycart.jsp HTTP/1.1" 200 8776
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:57:59 +0900] "GET /myapp/user/mypage/orderList.jsp HTTP/1.1" 200 13646
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:58:00 +0900] "GET /myapp/user/mypage/mycart.jsp HTTP/1.1" 200 8776
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:58:01 +0900] "GET /myapp/user/mypage/mycart.jsp HTTP/1.1" 200 8776
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:58:39 +0900] "GET /myapp/user/mypage/mycart.jsp HTTP/1.1" 200 8808
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:59:14 +0900] "GET /myapp/user/mypage/mycart.jsp HTTP/1.1" 200 8817
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:59:27 +0900] "GET /myapp/user/mypage/orderList.jsp HTTP/1.1" 200 13646
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:59:28 +0900] "GET /myapp/user/mypage/mycart.jsp HTTP/1.1" 200 8817
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:59:29 +0900] "GET /myapp/user/mypage/checkPassword.jsp HTTP/1.1" 200 6811
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:59:30 +0900] "GET /myapp/user/mypage/changePassword.jsp HTTP/1.1" 200 7129
0:0:0:0:0:0:0:1 - - [24/Aug/2024:14:59:36 +0900] "GET /myapp/user/mypage/deleteAccount.jsp HTTP/1.1" 200 8338
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:00:10 +0900] "GET /myapp/user/mypage/changePassword.jsp HTTP/1.1" 200 7129
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:00:11 +0900] "GET /myapp/user/mypage/checkPassword.jsp HTTP/1.1" 200 6811
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:00:12 +0900] "GET /myapp/user/mypage/mycart.jsp HTTP/1.1" 200 8817
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:00:13 +0900] "GET /myapp/user/mypage/orderList.jsp HTTP/1.1" 200 13646
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:00:15 +0900] "GET /myapp/user/mypage/changePassword.jsp HTTP/1.1" 200 7129
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:00:16 +0900] "GET /myapp/user/mypage/checkPassword.jsp HTTP/1.1" 200 6811
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:00:17 +0900] "GET /myapp/user/mypage/mycart.jsp HTTP/1.1" 200 8817
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:00:18 +0900] "GET /myapp/user/mypage/orderList.jsp HTTP/1.1" 200 13646
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:00:27 +0900] "GET /myapp/admin/main/adminMain.jsp HTTP/1.1" 200 6219
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:00:33 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 14413
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:00:42 +0900] "GET /myapp/admin/userManagement/userManageList.jsp HTTP/1.1" 200 13400
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:00:44 +0900] "GET /myapp/admin/itemManagement/itemRegistration.jsp HTTP/1.1" 200 11131
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:00:46 +0900] "GET /myapp/admin/itemManagement/itemManageList.jsp HTTP/1.1" 200 14329
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:00:46 +0900] "GET /myapp/admin/css/main.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:01:05 +0900] "GET /myapp/admin/itemManagement/itemManageList.jsp HTTP/1.1" 200 14329
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:01:06 +0900] "GET /myapp/admin/css/main.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:01:09 +0900] "GET /myapp/admin/main/adminMain.jsp HTTP/1.1" 200 6219
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:01:11 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 14413
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:02:22 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 14413
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:03:33 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15171
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:03:34 +0900] "GET /myapp/resources/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:03:42 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15168
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:03:59 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15168
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:04:01 +0900] "GET /myapp/admin/orderManagement/orderCancel.jsp HTTP/1.1" 200 12260
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:04:29 +0900] "GET /myapp/admin/orderManagement/orderCancel.jsp HTTP/1.1" 200 12966
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:04:36 +0900] "GET /myapp/admin/orderManagement/orderReturnList.jsp HTTP/1.1" 200 12248
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:05:59 +0900] "GET /myapp/admin/orderManagement/orderReturnList.jsp HTTP/1.1" 200 12959
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:06:09 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15168
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:06:10 +0900] "GET /myapp/admin/orderManagement/orderManageDetail.jsp HTTP/1.1" 200 14523
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:06:53 +0900] "GET /myapp/admin/orderManagement/orderManageDetail.jsp HTTP/1.1" 200 14523
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:07:29 +0900] "GET /myapp/admin/orderManagement/orderManageDetail.jsp HTTP/1.1" 200 15254
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:08:53 +0900] "GET /myapp/admin/orderManagement/orderList.html HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:09:27 +0900] "GET /myapp/admin/orderManagement/orderManageDetail.jsp HTTP/1.1" 200 15260
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:09:30 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15168
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:13:31 +0900] "GET /myapp/admin/main/adminMain.jsp HTTP/1.1" 200 6219
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:13:32 +0900] "GET /myapp/resources/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:13:34 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15162
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:13:49 +0900] "GET /myapp/admin/orderManagement/orderCancel.jsp HTTP/1.1" 200 12960
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:13:53 +0900] "GET /myapp/admin/orderManagement/orderReturnList.jsp HTTP/1.1" 200 13674
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:13:57 +0900] "GET /myapp/admin/orderManagement/orderReturnDetail.jsp HTTP/1.1" 200 10953
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:14:13 +0900] "GET /myapp/admin/userManagement/userManageList.jsp HTTP/1.1" 200 14115
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:14:32 +0900] "GET /myapp/admin/itemManagement/itemRegistration.jsp HTTP/1.1" 200 11846
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:14:43 +0900] "GET /myapp/admin/itemManagement/itemManageList.jsp HTTP/1.1" 200 15044
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:14:44 +0900] "GET /myapp/admin/css/main.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:14:49 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15162
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:22:51 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15390
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:22:52 +0900] "GET /myapp/resources/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:23:07 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15388
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:23:20 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15387
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:23:37 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15383
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:25:57 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15405
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:26:03 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15405
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:26:12 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15405
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:27:51 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15412
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:28:45 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15402
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:29:42 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15424
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:30:14 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15424
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:30:38 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15430
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:31:30 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 16143
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:31:32 +0900] "GET /myapp/resources/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:31:45 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 16149
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:33:12 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 16150
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:34:27 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 16160
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:34:50 +0900] "GET /myapp/admin/orderManagement/orderCancel.jsp HTTP/1.1" 200 12960
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:34:52 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15439
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:34:53 +0900] "GET /myapp/admin/orderManagement/orderCancel.jsp HTTP/1.1" 200 12960
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:34:54 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15439
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:34:55 +0900] "GET /myapp/admin/orderManagement/orderCancel.jsp HTTP/1.1" 200 12960
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:34:57 +0900] "GET /myapp/admin/orderManagement/orderReturnList.jsp HTTP/1.1" 200 13674
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:35:00 +0900] "GET /myapp/admin/orderManagement/orderManageList.jsp HTTP/1.1" 200 15439
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:35:05 +0900] "GET /myapp/admin/orderManagement/orderManageDetail.jsp HTTP/1.1" 200 15260
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:39:49 +0900] "GET /myapp/admin/orderManagement/orderManageDetail.jsp HTTP/1.1" 200 15476
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:41:02 +0900] "GET /myapp/admin/orderManagement/orderManageDetail.jsp HTTP/1.1" 200 15428
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:41:03 +0900] "GET /myapp/resources/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:41:08 +0900] "GET /myapp/admin/orderManagement/orderReturnList.jsp HTTP/1.1" 200 13674
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:41:11 +0900] "GET /myapp/admin/orderManagement/orderReturnDetail.jsp HTTP/1.1" 200 10953
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:41:23 +0900] "GET /myapp/admin/userManagement/userManageList.jsp HTTP/1.1" 200 14115
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:43:47 +0900] "GET /myapp/admin/userManagement/userManageList.jsp HTTP/1.1" 200 14271
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:45:43 +0900] "GET /myapp/admin/userManagement/userManageList.jsp HTTP/1.1" 200 14308
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:45:54 +0900] "GET /myapp/admin/itemManagement/itemRegistration.jsp HTTP/1.1" 200 11846
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:46:03 +0900] "GET /myapp/admin/itemManagement/itemManageList.jsp HTTP/1.1" 200 15044
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:46:04 +0900] "GET /myapp/admin/css/main.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:46:11 +0900] "GET /myapp/user/itemInfo/itemDetail.html HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:48:34 +0900] "GET /myapp/admin/itemManagement/itemManageList.jsp HTTP/1.1" 200 15189
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:48:35 +0900] "GET /myapp/admin/css/main.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:48:44 +0900] "GET /myapp/admin/itemManagement/itemManageList.jsp HTTP/1.1" 200 15189
0:0:0:0:0:0:0:1 - - [24/Aug/2024:15:48:45 +0900] "GET /myapp/admin/css/main.css HTTP/1.1" 404 721
